,KALCODE,neighbors
3092,27050304,"['27050311', '27050302', '27050303', '27050314', '27050304', '27050312', '27050309']"
3093,27050305,"['27050114', '27050306', '27050305', '27050302', '27050313', '27010303']"
3094,27050306,"['27050102', '27010515', '27050114', '27050306', '27050305', '27010303']"
3095,27050307,"['27050202', '27050212', '27050314', '27050307', '27050312', '27050201']"
3096,27050308,"['27050301', '27050101', '27050114', '27050308', '27050311', '27050302']"
3097,27050309,"['27050303', '27050304', '27050312', '27050309', '23060401', '27050310', '27030305']"
3098,27050310,"['27050309', '23060401', '27050310', '23060305', '27030305', '23060506']"
3099,27050311,"['27050301', '27050308', '27050311', '27050302', '27050314', '27050304']"
3100,27050312,"['27050314', '27050307', '27050304', '27050312', '27050309', '23060401', '27050201', '27050203']"
3101,27050313,"['27050305', '27050302', '27050313', '27030303', '27030308', '27010303', '27010304']"
3102,27050314,"['27050116', '27050301', '27050202', '27050311', '27050314', '27050307', '27050304', '27050312']"
3103,27050401,"['30010201', '27050121', '27050108', '27050401', '27050119', '27050112', '27050207', '30010104', '27050205']"
3104,27060101,"['27020302', '27060202', '27060103', '27060101', '27060201', '27060307', '27060102']"
3105,27060102,"['27060101', '27060307', '27060102', '27060303']"
3106,27060103,"['27020104', '27020204', '27020301', '27020304', '27060306', '27020302', '27060103', '27060101', '27060307']"
3107,27060201,"['27040203', '27040202', '27060202', '27060101', '27060201']"
3108,27060202,"['27040203', '27020302', '27060202', '27060101', '27060201']"
3109,27060301,"['27060308', '27060304', '27060301', '27060309', '27060302']"
3110,27060302,"['27060308', '27010105', '27060305', '27060301', '27060302', '27010103']"
3111,27060303,"['27060304', '27060309', '27060307', '27060102', '27060303']"
3112,27060304,"['27060306', '27060308', '27060304', '27060301', '27060309', '27060307', '27060303']"
3113,27060305,"['27060308', '27010105', '27060305', '27060302']"
3114,27060306,"['27020204', '27060306', '27060308', '27060304', '27060103', '27060307']"
3115,27060307,"['27060306', '27060304', '27060103', '27060101', '27060307', '27060102', '27060303']"
3116,27060308,"['27020204', '27020206', '27020202', '27060306', '27060308', '27060304', '27010105', '27060305', '27060301', '27060302']"
3117,27060309,"['27060304', '27060301', '27060309', '27060303']"
3118,27070101,"['27070102', '27070204', '27070103', '27070104', '27070101', '27070106']"
3119,27070102,"['27070102', '27070104', '27070101']"
3120,27070103,"['27070202', '27070204', '27070103', '27070205', '27070101', '27070106']"
3121,27070104,"['27010103', '27070102', '27010111', '27010110', '27070104', '27070101', '27010102', '27070105', '27070106']"
3122,27070105,"['27070104', '27010102', '27070105', '27070106', '27030111']"
3123,27070106,"['27070103', '27070205', '27070104', '27070101', '27070105', '27070106', '27030111', '24020201']"
3124,27070201,"['27070201', '27070202', '27070203', '27070206', '27070205']"
3125,27070202,"['27070201', '27070202', '27070204', '27070103', '27070205']"
3126,27070203,"['27070201', '27070203', '27070301', '27070304', '27070206']"
3127,27070204,"['27070202', '27070204', '27070103', '27070101']"
3128,27070205,"['27070201', '27070202', '27070103', '27070206', '27070205', '24020104', '27070106', '24020201', '24020106']"
3129,27070206,"['27070201', '27070203', '27070304', '27070206', '27070205', '24020403', '24020104', '24020405']"
3130,27070301,"['27070302', '24020302', '24020301', '27070203', '27070301', '27070304']"
3131,27070302,"['27070302', '27070303', '24020302', '24020303', '27070301']"
3132,27070303,"['27070302', '27070303', '24020303']"
3133,27070304,"['24020301', '27070203', '27070301', '27070304', '27070206', '24020403']"
3134,28010101,"['28010301', '28010102', '28050103', '28010103', '28010302', '28010401', '28010303', '28010101', '28030102', '28030101', '28010506', '28010502', '28010501']"
3135,28010102,"['28010301', '28010102', '28050102', '28050103', '28010101']"
3136,28010103,"['28050103', '28010103', '28010101', '28010506', '28010507', '28050101']"
3137,28010201,"['28030101', '28010502', '28010201', '28010202', '27020102', '28030301', '27020105', '28010203']"
3138,28010202,"['28010502', '28010501', '28010201', '28010202', '28010504', '28010505', '28010203']"
3139,28010203,"['28010201', '28010202', '27020102', '28010505', '28010203', '28010508', '27020103', '27020303']"
3140,28010301,"['28010305', '28010301', '28010304', '28010102', '28050102', '28050103', '28010303', '28010101']"
3141,28010302,"['28040305', '28040303', '28010305', '28010302', '28010401', '28010303', '28010101']"
3142,28010303,"['28010305', '28010301', '28010302', '28010303', '28010101']"
3143,28010304,"['28010305', '28020104', '28010301', '28010304', '28050102']"
3144,28010305,"['28040303', '28020102', '28010305', '28020104', '28010301', '28010304', '28010302', '28010303']"
3145,28010401,"['28010302', '28010401', '28010101', '28030102']"
3146,28010501,"['28010101', '28010506', '28010502', '28010501', '28010503', '28010202', '28010504', '28050104']"
3147,28010502,"['28010101', '28030101', '28010502', '28010501', '28010201', '28010202']"
3148,28010503,"['28010506', '28010501', '28010503', '28010507', '28050104']"
3149,28010504,"['28010501', '28010202', '28010504', '28010505', '28010508', '27020305', '28050104', '27040102']"
3150,28010505,"['28010202', '28010504', '28010505', '28010203', '28010508']"
3151,28010506,"['28010103', '28010101', '28010506', '28010501', '28010503', '28010507']"
3152,28010507,"['28010103', '28010506', '28010503', '28010507', '28050101', '28050104']"
3153,28010508,"['28010504', '28010505', '28010203', '28010508', '27020303', '27020305', '27040102']"
3154,28020101,"['28020202', '28020102', '28020103', '28020204', '28020101', '28050102', '28050202']"
3155,28020102,"['28040301', '28040303', '28020202', '28020102', '28010305', '28020105', '28020103', '28020101', '28020104']"
3156,28020103,"['28020102', '28020105', '28020103', '28020101', '28020104', '28050102']"
3157,28020104,"['28020102', '28010305', '28020105', '28020103', '28020104', '28010304', '28050102']"
3158,28020105,"['28020102', '28020105', '28020103', '28020104']"
3159,28020201,"['28040402', '28040302', '28020205', '28020201', '28020202', '28020203', '28020204']"
3160,28020202,"['28040301', '28020205', '28020201', '28020202', '28020102', '28020204', '28020101']"
3161,28020203,"['28040402', '28040404', '28020201', '28020203', '28040102', '28040201', '28020204']"
3162,28020204,"['28020201', '28020202', '28020203', '28040201', '28020204', '28020101', '28050201', '28050203', '28050202']"
3163,28020205,"['28040302', '28040301', '28020205', '28020201', '28020202']"
3164,28030101,"['28010101', '28030102', '28030101', '28010502', '28010201', '28030201', '28030301']"
3165,28030102,"['28010401', '28010101', '28030102', '28030101']"
3166,28030201,"['31010501', '28030101', '28030201', '28030301']"
3167,28030301,"['31010501', '28030101', '28010201', '28030201', '28030301', '31010401', '27020105', '31010801', '27020201', '31010802']"
3168,28040101,"['28040401', '50030301', '28040405', '28040403', '28040105', '28060403', '28040102', '28040101', '28040201', '28040103', '28040106', '28040104', '28050201']"
3169,28040102,"['28040403', '28040404', '28020203', '28040102', '28040101', '28040201']"
3170,28040103,"['28060403', '28040101', '28060401', '28040103', '28040106', '29010301']"
3171,28040104,"['28040101', '28040106', '29010301', '28040104', '28050201', '29010202']"
3172,28040105,"['28060201', '50030301', '28060202', '28040105', '28060403', '28040101']"
3173,28040106,"['28040101', '28040103', '28040106', '29010301', '28040104']"
3174,28040201,"['28020203', '28040102', '28040101', '28040201', '28020204', '28050201']"
3175,28040301,"['28040304', '28040302', '28040301', '28040303', '28020205', '28020202', '28020102']"
3176,28040302,"['28040304', '28040402', '28040302', '28040301', '28020205', '28020201']"
3177,28040303,"['28040305', '28040301', '28040303', '28020102', '28010305', '28010302']"
3178,28040304,"['28040304', '28040402', '28040302', '28040301']"
3179,28040305,"['28040305', '28040303', '28010302']"
3180,28040401,"['28040402', '50030201', '28040401', '28040405', '28040403', '28040404', '28040101']"
3181,28040402,"['28040304', '28040402', '28040401', '28040404', '28040302', '28020201', '28020203']"
3182,28040403,"['28040401', '28040405', '28040403', '28040404', '28040102', '28040101']"
3183,28040404,"['28040402', '28040401', '28040403', '28040404', '28020203', '28040102']"
3184,28040405,"['50030201', '28040401', '50030301', '28040405', '28040403', '28040101']"
3185,28050101,"['28050102', '28050103', '28050105', '28010103', '28010507', '28050101', '28050202', '28050108', '28050107', '28050104']"
3186,28050102,"['28020103', '28020101', '28020104', '28010301', '28010304', '28010102', '28050102', '28050103', '28050105', '28050101', '28050202']"
3187,28050103,"['28010301', '28010102', '28050102', '28050103', '28010103', '28010101', '28050101']"
3188,28050104,"['28010501', '28010503', '28010504', '28010507', '28050101', '28050108', '28050104', '27040102']"
3189,28050105,"['28050102', '28050105', '28050101', '28050202']"
3190,28050106,"['28050107', '28050106', '27040105', '27040107', '27040101']"
3191,28050107,"['27040401', '27040302', '28050101', '28050202', '28050108', '28050107', '28050106', '27040105', '27040107']"
3192,28050108,"['28050101', '28050108', '28050107', '28050104', '27040105', '27040102']"
3193,28050201,"['28040101', '28040201', '28020204', '28040104', '28050201', '29010202', '28050203']"
3194,28050202,"['28020204', '28020101', '28050102', '28050105', '28050203', '27040401', '28050101', '28050202', '28050107']"
3195,28050203,"['28020204', '28050201', '29010202', '28050203', '27040401', '28050202']"
3196,28060101,"['28060302', '28060301', '28060101', '28060404', '29010303', '29010302', '29010304']"
3197,28060201,"['50030101', '28060201', '28060202', '28060204', '28060203', '28060303', '28040105', '28060402', '28060403']"
3198,28060202,"['50030101', '28060201', '50030301', '28060202', '28040105', '28060403']"
3199,28060203,"['28060201', '50020000', '50050301', '28060204', '28060203', '49130201', '28060303', '28060302']"
3200,28060204,"['50010201', '50030101', '28060201', '50020000', '28060204', '28060203']"
3201,28060301,"['49130201', '28060302', '49130901', '28060301', '49130101', '28060101']"
3202,28060302,"['28060203', '49130201', '28060303', '28060302', '28060301', '28060101', '28060404']"
3203,28060303,"['28060201', '28060203', '28060303', '28060302', '28060402', '28060404']"
3204,28060401,"['28060402', '28060403', '28060401', '28040103', '28060404', '29010301']"
3205,28060402,"['28060201', '28060303', '28060402', '28060403', '28060401', '28060404']"
3206,28060403,"['28060201', '28060202', '28040105', '28060402', '28060403', '28040101', '28060401', '28040103']"
3207,28060404,"['28060303', '28060302', '28060402', '28060401', '28060101', '28060404', '29010302', '29010301']"
3208,29010101,"['29010405', '29010404', '29010101', '29010403', '29010501', '29010201']"
3209,29010201,"['29010101', '29010301', '29010202', '29010201']"
3210,29010202,"['29010301', '28040104', '28050201', '29010202', '29010201', '28050203']"
3211,29010301,"['28060401', '28040103', '28040106', '28060404', '29010302', '29010304', '29010301', '28040104', '29010202', '29010201']"
3212,29010302,"['28060101', '28060404', '29010302', '29010304', '29010301']"
3213,29010303,"['28060101', '29010303', '29010304']"
3214,29010304,"['28060101', '29010303', '29010302', '29010304', '29010301']"
3215,29010401,"['29030101', '29010401', '29010402', '29010404', '29010406']"
3216,29010402,"['29010401', '29010402', '29010405', '29010404']"
3217,29010403,"['29020206', '29010404', '29010406', '29010101', '29010403', '29020213', '29010501', '29020212']"
3218,29010404,"['29010401', '29010402', '29010405', '29010404', '29010406', '29010101', '29010403']"
3219,29010405,"['29010402', '29010405', '29010404', '29010101']"
3220,29010406,"['29030101', '29020206', '29010401', '29010404', '29010406', '29010403']"
3221,29020209,"['29020201', '29020209', '29020214', '29020205', '29020203', '29020207', '29020211']"
3222,29020210,"['29030203', '29020206', '29020210', '29030205', '29020208', '29020201', '29020214']"
3223,29020211,"['29020209', '29020205', '29020207', '29020113', '29020211', '29020202', '29020108']"
3224,29020212,"['29010403', '29020213', '29010501', '29020212', '29020207', '29020113']"
3225,29020213,"['29020206', '29010403', '29020213', '29020212', '29020201', '29020203', '29020207']"
3226,29020214,"['29020210', '29030205', '29020208', '29020201', '29020209', '29020214', '29060508', '29020205']"
3227,29030101,"['29030201', '29030204', '29030101', '29030203', '29020206', '29010401', '29010406']"
3228,29030201,"['29030201', '29030202', '29030204', '29030101', '29060102']"
3229,29030202,"['29030201', '29030202', '29030204', '29060102', '29030203']"
3230,29030203,"['29030202', '29030204', '29030101', '29060102', '29030203', '29060106', '29020206', '29020210', '29030205']"
3231,29030204,"['29030201', '29030202', '29030204', '29030101', '29030203']"
3232,29030205,"['29030203', '29060106', '29060105', '29020210', '29030205', '29060409', '29060410', '29020214', '29060508']"
3233,29040101,"['29040502', '29040106', '29040102', '29040503', '29040501', '29040101', '29040304']"
3234,29040102,"['29040106', '29040110', '29040102', '29040101', '29040105', '29040304']"
3235,29040103,"['29040201', '29070104', '29040104', '29040103', '29040107', '29040108', '29040106', '29040110']"
3236,29040104,"['29040201', '29040502', '29040104', '29040103', '29040106']"
